proteinID,taxaID,cladeID,scientificName,genus,species
A0A074ZF37,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A074ZQU8,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A074ZXP4,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A0K6,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A1L1,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A1S6,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A4A2,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A631,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075A990,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075ADH6,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075AHD3,6198,E,Opisthorchis viverrini,Opisthorchis,viverrini
A0A075B9P2,396694,E,Brachionus diversicornis,Brachionus,diversicornis
A0A075BDQ9,1235664,E,Yushania levigata,Yushania,levigata
A0A075BEG6,863009,E,Indocalamus wilsonii,Indocalamus,wilsonii
A0A075BJX3,648681,E,Clitopilus hobsonii,Clitopilus,hobsonii
A0A075CXE2,225159,E,Lottia digitalis,Lottia,digitalis
A0A075D534,50745,E,Andreaea rothii,Andreaea,rothii
A0A075EDD2,256688,E,Sporophila bouvreuil,Sporophila,bouvreuil
A0A075IJB9,3436,E,Persea borbonia,Persea,borbonia
A0A075IPG5,1458979,E,Micromeria gomerensis,Micromeria,gomerensis
A0A075Q4K6,573971,E,Sternotherus carinatus,Sternotherus,carinatus
A0A075QX38,32553,E,Ningaui ridei,Ningaui,ridei
A0A075TS06,148094,E,Mesophylla macconnelli,Mesophylla,macconnelli
A0A075VYV9,58530,E,Aegilops sharonensis,Aegilops,sharonensis
A0A076G405,798360,E,Pectinariophyes stalii,Pectinariophyes,stalii
A0A076GY79,1529384,E,Bacillariophycidae sp. TN-2014,Bacillariophycidae, TN-2014
A0A076JNL6,1504081,E,Grapholitini sp. JB1,Grapholitini, JB1
A0A076JS03,6551,E,Mytilus trossulus,Mytilus,trossulus
A0A076KUX2,299642,E,Nephila pilipes,Nephila,pilipes
A0A076V9R4,1536671,E,Vulcanolepas scotiaensis,Vulcanolepas,scotiaensis
A0A077B3J7,280849,E,Dendrocalamus brandisii,Dendrocalamus,brandisii
A0A077B9V8,256677,E,Trioceros werneri,Trioceros,werneri
A0A077CZ66,181602,E,Kuraishia floccosa,Kuraishia,floccosa
A0A077CZ96,75038,E,Scatophagus argus,Scatophagus,argus
A0A077D2A4,75038,E,Scatophagus argus,Scatophagus,argus
A0A077D8A6,1518653,E,Xiphydriidae sp. tE4,Xiphydriidae, tE4
A0A077DEQ6,80971,E,Amphiprion frenatus,Amphiprion,frenatus
A0A077GV73,1540182,E,Graminitigrina bowensis,Graminitigrina,bowensis
A0A077RVL4,4565,E,Triticum aestivum,Triticum,aestivum
A0A077RVU7,4565,E,Triticum aestivum,Triticum,aestivum
A0A077RVW1,4565,E,Triticum aestivum,Triticum,aestivum
A0A077RWP0,4565,E,Triticum aestivum,Triticum,aestivum
A0A077WA01,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WBU6,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WDA3,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WL08,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WN17,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WP29,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WP81,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WR03,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WSA0,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WSZ1,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077WXG2,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077X249,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077X315,688394,E,Lichtheimia ramosa,Lichtheimia,ramosa
A0A077Y0I8,5861,E,Plasmodium yoelii,Plasmodium,yoelii
A0A077Z4L8,36087,E,Trichuris trichiura,Trichuris,trichiura
A0A077Z826,36087,E,Trichuris trichiura,Trichuris,trichiura
A0A077ZF67,36087,E,Trichuris trichiura,Trichuris,trichiura
A0A077ZNC0,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A077ZP30,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A077ZYE0,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078A182,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078ADS5,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078AU56,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078B167,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078B8V2,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078B8Z5,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078B9L3,5949,E,Stylonychia lemnae,Stylonychia,lemnae
A0A078C1V2,3708,E,Brassica napus,Brassica,napus
A0A078C694,3708,E,Brassica napus,Brassica,napus
A0A078CA80,3708,E,Brassica napus,Brassica,napus
A0A078CF80,3708,E,Brassica napus,Brassica,napus
A0A078CIM2,3708,E,Brassica napus,Brassica,napus
A0A078CU36,3708,E,Brassica napus,Brassica,napus
A0A078D5D2,3708,E,Brassica napus,Brassica,napus
A0A078DV18,3708,E,Brassica napus,Brassica,napus
A0A078DWT4,3708,E,Brassica napus,Brassica,napus
A0A078DYU8,3708,E,Brassica napus,Brassica,napus
A0A078DZV1,3708,E,Brassica napus,Brassica,napus
A0A078E2G4,3708,E,Brassica napus,Brassica,napus
A0A078E3Q3,3708,E,Brassica napus,Brassica,napus
A0A078E3X0,3708,E,Brassica napus,Brassica,napus
A0A078E4X2,3708,E,Brassica napus,Brassica,napus
A0A078E5A8,3708,E,Brassica napus,Brassica,napus
A0A078ECC4,3708,E,Brassica napus,Brassica,napus
A0A078EQ35,3708,E,Brassica napus,Brassica,napus
A0A078ERF8,3708,E,Brassica napus,Brassica,napus
A0A078ERI9,3708,E,Brassica napus,Brassica,napus
A0A078ES12,3708,E,Brassica napus,Brassica,napus
A0A078ESM5,3708,E,Brassica napus,Brassica,napus
A0A078EV27,3708,E,Brassica napus,Brassica,napus
A0A078EVZ0,3708,E,Brassica napus,Brassica,napus
A0A078EWM2,3708,E,Brassica napus,Brassica,napus
A0A078F1D5,3708,E,Brassica napus,Brassica,napus
A0A078F2V6,3708,E,Brassica napus,Brassica,napus
A0A078F5I4,3708,E,Brassica napus,Brassica,napus
A0A078F710,3708,E,Brassica napus,Brassica,napus
A0A078F7L1,3708,E,Brassica napus,Brassica,napus
A0A078F8P3,3708,E,Brassica napus,Brassica,napus
A0A078F9L0,3708,E,Brassica napus,Brassica,napus
A0A078FKD2,3708,E,Brassica napus,Brassica,napus
A0A078FSW2,3708,E,Brassica napus,Brassica,napus
A0A078FX66,3708,E,Brassica napus,Brassica,napus
A0A078G505,3708,E,Brassica napus,Brassica,napus
A0A078GBN3,3708,E,Brassica napus,Brassica,napus
A0A078GQ45,3708,E,Brassica napus,Brassica,napus
A0A078GQV7,3708,E,Brassica napus,Brassica,napus
A0A078H4S0,3708,E,Brassica napus,Brassica,napus
A0A078H522,3708,E,Brassica napus,Brassica,napus
A0A078HBD0,3708,E,Brassica napus,Brassica,napus
A0A078HW80,3708,E,Brassica napus,Brassica,napus
A0A078I0A4,3708,E,Brassica napus,Brassica,napus
A0A078I8W3,3708,E,Brassica napus,Brassica,napus
A0A078IGX8,3708,E,Brassica napus,Brassica,napus
A0A078IH39,3708,E,Brassica napus,Brassica,napus
A0A078IIC9,3708,E,Brassica napus,Brassica,napus
A0A078IY75,3708,E,Brassica napus,Brassica,napus
A0A078IYX0,3708,E,Brassica napus,Brassica,napus
A0A078J6K9,3708,E,Brassica napus,Brassica,napus
A0A078J705,3708,E,Brassica napus,Brassica,napus
A0A078JDE7,3708,E,Brassica napus,Brassica,napus
A0A078JF71,3708,E,Brassica napus,Brassica,napus
A0A078JHF3,3708,E,Brassica napus,Brassica,napus
A0A078JNN1,3708,E,Brassica napus,Brassica,napus
A0A078JNR9,3708,E,Brassica napus,Brassica,napus
A0A078K0X3,3708,E,Brassica napus,Brassica,napus
A0A078K340,5861,E,Plasmodium yoelii,Plasmodium,yoelii
A0A078K949,5861,E,Plasmodium yoelii,Plasmodium,yoelii
A0A078KA44,5861,E,Plasmodium yoelii,Plasmodium,yoelii
A0A078KDZ1,5861,E,Plasmodium yoelii,Plasmodium,yoelii
A0A081CE01,84753,E,Moesziomyces antarcticus,Moesziomyces,antarcticus
A0A081CIF8,84753,E,Moesziomyces antarcticus,Moesziomyces,antarcticus
A0A081CK44,84753,E,Moesziomyces antarcticus,Moesziomyces,antarcticus
A0A084FU97,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084FVH8,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084FXW9,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084G1I8,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084G1L4,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084G380,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084G3N7,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084G8B2,563466,E,Scedosporium apiospermum,Scedosporium,apiormum
A0A084VDL8,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VIG4,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VP83,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VSW4,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VTM4,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VZ78,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084VZ86,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084W849,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WAT0,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WID4,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WJE9,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WJK7,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WNA4,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A084WQN2,74873,E,Anopheles sinensis,Anopheles,sinensis
A0A085LY71,68888,E,Trichuris suis,Trichuris,suis
A0A085M5N6,68888,E,Trichuris suis,Trichuris,suis
A0A085MDD9,68888,E,Trichuris suis,Trichuris,suis
A0A085MGA6,68888,E,Trichuris suis,Trichuris,suis
A0A085MSE9,68888,E,Trichuris suis,Trichuris,suis
A0A085MXM4,68888,E,Trichuris suis,Trichuris,suis
A0A085N9H1,68888,E,Trichuris suis,Trichuris,suis
A0A085NBY8,68888,E,Trichuris suis,Trichuris,suis
A0A085NJK6,68888,E,Trichuris suis,Trichuris,suis
A0A085NLL0,68888,E,Trichuris suis,Trichuris,suis
A0A085NMJ6,68888,E,Trichuris suis,Trichuris,suis
A0A085NTC3,68888,E,Trichuris suis,Trichuris,suis
A0A087G1J8,50452,E,Arabis alpina,Arabis,alpina
A0A087GGV3,50452,E,Arabis alpina,Arabis,alpina
A0A087GK52,50452,E,Arabis alpina,Arabis,alpina
A0A087GM10,50452,E,Arabis alpina,Arabis,alpina
A0A087GP42,50452,E,Arabis alpina,Arabis,alpina
A0A087GP74,50452,E,Arabis alpina,Arabis,alpina
A0A087GXF4,50452,E,Arabis alpina,Arabis,alpina
A0A087GZA7,50452,E,Arabis alpina,Arabis,alpina
A0A087H144,50452,E,Arabis alpina,Arabis,alpina
A0A087H491,50452,E,Arabis alpina,Arabis,alpina
A0A087H5K8,50452,E,Arabis alpina,Arabis,alpina
A0A087H8B5,50452,E,Arabis alpina,Arabis,alpina
A0A087HB06,50452,E,Arabis alpina,Arabis,alpina
A0A087HFS1,50452,E,Arabis alpina,Arabis,alpina
A0A087HHV3,50452,E,Arabis alpina,Arabis,alpina
A0A087HI51,50452,E,Arabis alpina,Arabis,alpina
A0A087QJH3,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QLT2,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QMD8,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QSB9,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QWD1,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QWK0,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087QXE3,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087RAY7,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087RJZ9,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087RK67,9233,E,Aptenodytes forsteri,Aptenodytes,forsteri
A0A087SB07,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A087SLZ3,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A087T7E7,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087TTF6,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087TXD7,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087U3B9,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087U4C8,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087U599,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087USH5,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087V0G2,407821,E,Stegodyphus mimosarum,Stegodyphus,mimosarum
A0A087VZS9,6211,E,Echinococcus multilocularis,Echinococcus,multilocularis
A0A087W1J1,6211,E,Echinococcus multilocularis,Echinococcus,multilocularis
A0A087X097,9606,E,Homo sapiens,Homo,sapiens
A0A087X3F5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087X5A1,48698,E,Poecilia formosa,Poecilia,formosa
A0A087X6G0,48698,E,Poecilia formosa,Poecilia,formosa
A0A087X7Y5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087X9G5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087X9X5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XA10,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XAA5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XB66,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XGN6,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XIF8,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XKW1,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XLE0,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XNR1,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XQR0,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XSL8,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XTD6,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XV61,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XXA1,48698,E,Poecilia formosa,Poecilia,formosa
A0A087XZ85,48698,E,Poecilia formosa,Poecilia,formosa
A0A087Y373,48698,E,Poecilia formosa,Poecilia,formosa
A0A087Y5U5,48698,E,Poecilia formosa,Poecilia,formosa
A0A087Y6X7,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YAY3,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YBW1,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YE24,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YGR0,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YJ29,48698,E,Poecilia formosa,Poecilia,formosa
A0A087YJI8,48698,E,Poecilia formosa,Poecilia,formosa
A0A087ZQX8,7460,E,Apis mellifera,Apis,mellifera
A0A088A0P5,7460,E,Apis mellifera,Apis,mellifera
A0A088A3T0,7460,E,Apis mellifera,Apis,mellifera
A0A088A8J7,7460,E,Apis mellifera,Apis,mellifera
A0A088A971,7460,E,Apis mellifera,Apis,mellifera
A0A088AB70,7460,E,Apis mellifera,Apis,mellifera
A0A088AEU8,7460,E,Apis mellifera,Apis,mellifera
A0A088AIB0,7460,E,Apis mellifera,Apis,mellifera
A0A088AQ74,7460,E,Apis mellifera,Apis,mellifera
A0A088B0N0,1290242,E,Narcissus obesus,Narcissus,obesus
A0A088F643,232242,E,Coptotermes gestroi,Coptotermes,gestroi
A0A088FAZ3,1202013,E,Crematogaster acuta,Crematogaster,acuta
A0A088FFI8,257669,E,Apterostigma auriculatum,Apterostigma,auriculatum
A0A088FH80,1539554,E,Tropidomyrmex elianae,Tropidomyrmex,elianae
A0A088FPB3,28733,E,Vireo olivaceus,Vireo,olivaceus
A0A088FRB8,263974,E,Bacopa monnieri,Bacopa,monnieri
A0A088S181,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088S3D9,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088S3Z8,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088S4L4,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088S789,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088S900,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088SA12,7757,E,Petromyzon marinus,Petromyzon,marinus
A0A088SE95,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A088SGY9,5679,E,Leishmania panamensis,Leishmania,panamensis
A0A089MY32,1546358,E,Rubus silvae-bohemicae,Rubus,silvae-bohemicae
A0A089VGI8,1549163,E,Cyclotella sp. L04_2,Cyclotella, L04_2
A0A089VJD9,216768,E,Rhizosolenia imbricata,Rhizosolenia,imbricata
A0A089WWI7,3505,E,Betula pendula,Betula,pendula
A0A090L461,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090L7B5,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090LB73,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090LEA5,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090LIE5,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090LM91,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090LYW1,70448,E,Ostreococcus tauri,Ostreococcus,tauri
A0A090M7P0,70448,E,Ostreococcus tauri,Ostreococcus,tauri
A0A090MZM9,34506,E,Strongyloides ratti,Strongyloides,ratti
A0A090XAP7,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A091CM24,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091CNT1,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091CT01,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091CVU5,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091CW88,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091CYF3,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091D0G4,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091D1W0,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091D4N7,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091D937,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091D9Z8,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DAV3,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DBP5,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DBV8,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DHX6,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DLU8,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DMG3,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DQE5,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DS16,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DSK2,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DSW0,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DT21,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091DYI4,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091E051,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091E419,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091E4N8,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091E6I4,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091EFD5,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091EFT2,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091EIW8,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091ELH4,885580,E,Fukomys damarensis,Fukomys,damarensis
A0A091EQ61,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091F3A0,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091F5A4,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091F8U2,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091FCK1,85066,E,Corvus brachyrhynchos,Corvus,brachyrhynchos
A0A091FMY9,55661,E,Cuculus canorus,Cuculus,canorus
A0A091FQA9,55661,E,Cuculus canorus,Cuculus,canorus
A0A091FRU1,55661,E,Cuculus canorus,Cuculus,canorus
A0A091FUC2,55661,E,Cuculus canorus,Cuculus,canorus
A0A091FX61,55661,E,Cuculus canorus,Cuculus,canorus
A0A091FY39,55661,E,Cuculus canorus,Cuculus,canorus
A0A091G8V7,55661,E,Cuculus canorus,Cuculus,canorus
A0A091GCF7,55661,E,Cuculus canorus,Cuculus,canorus
A0A091GK66,55661,E,Cuculus canorus,Cuculus,canorus
A0A091GM81,55661,E,Cuculus canorus,Cuculus,canorus
A0A091GMX7,55661,E,Cuculus canorus,Cuculus,canorus
A0A091GY85,55661,E,Cuculus canorus,Cuculus,canorus
A0A091HHB4,9244,E,Calypte anna,Calypte,anna
A0A091HNM4,9244,E,Calypte anna,Calypte,anna
A0A091HP71,9244,E,Calypte anna,Calypte,anna
A0A091HVU1,9244,E,Calypte anna,Calypte,anna
A0A091HZT0,9244,E,Calypte anna,Calypte,anna
A0A091IDZ4,9244,E,Calypte anna,Calypte,anna
A0A091II84,9244,E,Calypte anna,Calypte,anna
A0A091IJV0,9244,E,Calypte anna,Calypte,anna
A0A091IMF0,9244,E,Calypte anna,Calypte,anna
A0A091IS65,188379,E,Egretta garzetta,Egretta,garzetta
A0A091IV98,188379,E,Egretta garzetta,Egretta,garzetta
A0A091IVH6,9244,E,Calypte anna,Calypte,anna
A0A091IZF6,9244,E,Calypte anna,Calypte,anna
A0A091J1U5,188379,E,Egretta garzetta,Egretta,garzetta
A0A091J4S9,188379,E,Egretta garzetta,Egretta,garzetta
A0A091J808,188379,E,Egretta garzetta,Egretta,garzetta
A0A091JCX5,188379,E,Egretta garzetta,Egretta,garzetta
A0A091JE78,188379,E,Egretta garzetta,Egretta,garzetta
A0A091JVJ7,57412,E,Colius striatus,Colius,striatus
A0A091K1V3,57412,E,Colius striatus,Colius,striatus
A0A091K395,57412,E,Colius striatus,Colius,striatus
A0A091K7G6,57412,E,Colius striatus,Colius,striatus
A0A091KB45,57412,E,Colius striatus,Colius,striatus
A0A091KCH9,187382,E,Chlamydotis macqueenii,Chlamydotis,macqueenii
A0A091KG48,187382,E,Chlamydotis macqueenii,Chlamydotis,macqueenii
A0A091KHX2,187382,E,Chlamydotis macqueenii,Chlamydotis,macqueenii
A0A091KRM9,187382,E,Chlamydotis macqueenii,Chlamydotis,macqueenii
A0A091KW15,57412,E,Colius striatus,Colius,striatus
A0A091KW70,187382,E,Chlamydotis macqueenii,Chlamydotis,macqueenii
A0A091L054,57412,E,Colius striatus,Colius,striatus
A0A091L1R5,43455,E,Cathartes aura,Cathartes,aura
A0A091L3K4,43455,E,Cathartes aura,Cathartes,aura
A0A091L4L6,43455,E,Cathartes aura,Cathartes,aura
A0A091L5K5,43455,E,Cathartes aura,Cathartes,aura
A0A091LTW6,54380,E,Cariama cristata,Cariama,cristata
A0A091M026,54380,E,Cariama cristata,Cariama,cristata
A0A091M056,54380,E,Cariama cristata,Cariama,cristata
A0A091M332,54380,E,Cariama cristata,Cariama,cristata
A0A091M7F1,54380,E,Cariama cristata,Cariama,cristata
A0A091MBX2,54380,E,Cariama cristata,Cariama,cristata
A0A091MDJ4,54380,E,Cariama cristata,Cariama,cristata
A0A091MPC9,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091MU74,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091MWN9,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091N5R6,54380,E,Cariama cristata,Cariama,cristata
A0A091NAK6,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091NAS2,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091NAX4,57068,E,Acanthisitta chloris,Acanthisitta,chloris
A0A091NKH2,57397,E,Apaloderma vittatum,Apaloderma,vittatum
A0A091NW04,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091NYU0,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091P3A7,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091P3M7,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091P7X1,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091P9A7,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091PB72,57397,E,Apaloderma vittatum,Apaloderma,vittatum
A0A091PD76,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091PE33,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091PHW7,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091PRK3,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091PSF1,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091PT63,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091Q208,8969,E,Haliaeetus albicilla,Haliaeetus,albicilla
A0A091QB15,57421,E,Merops nubicus,Merops,nubicus
A0A091QEY6,57421,E,Merops nubicus,Merops,nubicus
A0A091QL04,54374,E,Mesitornis unicolor,Mesitornis,unicolor
A0A091QNG6,57421,E,Merops nubicus,Merops,nubicus
A0A091QX88,188344,E,Leptosomus discolor,Leptosomus,discolor
A0A091QZK5,54374,E,Mesitornis unicolor,Mesitornis,unicolor
A0A091RCF7,57421,E,Merops nubicus,Merops,nubicus
A0A091RJP0,57421,E,Merops nubicus,Merops,nubicus
A0A091RKL6,54374,E,Mesitornis unicolor,Mesitornis,unicolor
A0A091RTS5,176057,E,Nestor notabilis,Nestor,notabilis
A0A091RV75,176057,E,Nestor notabilis,Nestor,notabilis
A0A091RVZ6,176057,E,Nestor notabilis,Nestor,notabilis
A0A091RWA0,176057,E,Nestor notabilis,Nestor,notabilis
A0A091S308,176057,E,Nestor notabilis,Nestor,notabilis
A0A091S3A6,176057,E,Nestor notabilis,Nestor,notabilis
A0A091S4R6,176057,E,Nestor notabilis,Nestor,notabilis
A0A091S9V0,176057,E,Nestor notabilis,Nestor,notabilis
A0A091SA02,176057,E,Nestor notabilis,Nestor,notabilis
A0A091SFB8,54374,E,Mesitornis unicolor,Mesitornis,unicolor
A0A091SFC6,36300,E,Pelecanus crispus,Pelecanus,cris
A0A091SFZ3,36300,E,Pelecanus crispus,Pelecanus,cris
A0A091SIN1,36300,E,Pelecanus crispus,Pelecanus,cris
A0A091SKD7,36300,E,Pelecanus crispus,Pelecanus,cris
A0A091SVJ5,36300,E,Pelecanus crispus,Pelecanus,cris
A0A091T2L8,36300,E,Pelecanus crispus,Pelecanus,cris
