index,domainID,domainFamilyDescription
2377,PF16186,AtypicalArmrepeat
2378,PF16187,Middleorthirddomainofpeptidase_M16
2379,PF16188,C-terminalregionofpeptidase_M24
2380,PF16192,C-terminalfourTMMregionofprotein-O-mannosyltransferase
2381,PF16197,Ketoacyl-synthetaseC-terminalextension
2382,PF16198,tRNApseudouridylatesynthaseBC-terminaldomain
2383,PF16202,N-terminalregionofBloomsyndromeprotein
2384,PF16208,KeratintypeIIhead
2385,PF16209,Phospholipid-translocatingATPaseN-terminal
2386,PF16211,C-terminusofhistoneH2A
2387,PF16212,Phospholipid-translocatingP-typeATPaseC-terminal
2388,PF16278,C2HE/C2H2/C2HCzinc-bindingfinger
2389,PF16347,Domainofunknownfunction(DUF4976)
2390,PF16363,GDP-mannose4: 6dehydratase
2391,PF16366,Cytoplasmicpolyadenylationelement-bindingproteinZZdomain
2392,PF16413,DNAmismatchrepairproteinMlh1C-terminus
2393,PF16415,CCR4-NOTtranscriptioncomplexsubunit1CAF1-bindingdomain
2394,PF16417,CCR4-NOTtranscriptioncomplexsubunit1TTPbindingdomain
2395,PF16418,CCR4-NOTtranscriptioncomplexsubunit1HEATrepeat
2396,PF16455,Ubiquitin-bindingdomain
2397,PF16457,Pleckstrinhomologydomain
2398,PF16470,PeptidaseS8pro-domain
2399,PF16471,JNK-interactingproteinleucinezipperII
2400,PF16484,CarnitineO-palmitoyltransferaseN-terminus
2401,PF16486,N-terminaldomainofargonaute
2402,PF16488,Argonautelinker2domain
2403,PF16491,CAAXprenylproteaseN-terminal: fivemembranehelices
2404,PF16493,N-terminalofHomeoboxMeisandPKNOX1
2405,PF16503,Zinc-ribbon
2406,PF16511,N-terminalorF0domainofTalin-headFERM
2407,PF16517,NovelRaseffector1C-terminalSARAH(Sav/Rassf/Hpo)domain
2408,PF16519,TetramerisationdomainofTRPM
2409,PF16528,Exocystcomponent84C-terminal
2410,PF16533,STIM1Orai1-activatingregion
2411,PF16534,Ubiquitin-likeoligomerisationdomainofSATB
2412,PF16543,DRGFamilyRegulatoryProteins: Tma46
2413,PF16566,Cell-cyclealterationandexpression-elevatedproteinintumour
2414,PF16575,mRNAcleavageandpolyadenylationfactorCLP1P-loop
2415,PF16589,BRCTdomain: aBRCA1C-terminusdomain
2416,PF16608,TNRC6-PABCbindingdomain
2417,PF16661,Metallo-beta-lactamasesuperfamilydomain
2418,PF16704,Rabbindingdomain
2419,PF16709,Igdomainofplant-specificactin-bindingprotein
2420,PF16712,Coiled-coilregionsofplant-specificactin-bindingprotein
2421,PF16739,Caspaserecruitmentdomain
2422,PF16744,KIAA1045RINGfinger
2423,PF16760,Starch/carbohydrate-bindingmodule(family53)
2424,PF16770,RegulatorofTy1transpositionprotein107BRCTdomain
2425,PF16794,Fibronectin-IIItypedomain
2426,PF16835,Pre-mRNA-splicingfactorSF3acomplexsubunit2(Prp11)
2427,PF16837,Pre-mRNA-splicingfactorSF3A3: ofSF3acomplex: Prp9
2428,PF16863,N-terminalbarrelofNtMGAMandCtMGAM: maltase-glucoamylase
2429,PF16866,PHD-finger
2430,PF16870,2-oxoglutaratedehydrogenaseC-terminal
2431,PF16878,Transcriptionalregulator: SIX1: N-terminalSDdomain
2432,PF16879,C-terminaldomainofSin3aprotein
2433,PF16891,Serine-threonineproteinphosphataseN-terminaldomain
2434,PF16897,C-terminalregionofMMR_HSR1domain
2435,PF16908,Vacuolarsorting-associatedprotein13: N-terminal
2436,PF16909,Vacuolar-sorting-associated13proteinC-terminal
2437,PF16910,RepeatingcoiledregionofVPS13
2438,PF16916,DimerisationdomainofZincTransporter
2439,PF16922,DNAreplicationcomplexGINSproteinSLD5C-terminus
2440,PF16972,Na+channelauxiliarysubunitTipE
2441,PF16978,SAPK-interactingprotein1(Sin1): middleCRIMdomain
2442,PF16981,chi-Conotoxinortsuperfamily
2443,PF17048,Neutral/alkalinenon-lysosomalceramidase: C-terminal
2444,PF17095,Spectrin-bindingregionofCa2+-Calmodulin
2445,PF17123,RING-likezincfinger
2446,PF17135,Ribosomalprotein60SL18and50SL18e
2447,PF17137,Domainofunknownfunction(DUF5110)
2448,PF17171,GlutathioneS-transferase: C-terminaldomain
2449,PF17172,GlutathioneS-transferaseN-terminaldomain
2450,PF17177,Pentacotripeptide-repeatregionofPRORP
2451,PF17207,MCMOBdomain
2452,PF17219,Yaf2/RYBPC-terminalbindingmotif
